Date,AAPL,MSFT,AMZN,GOOGL
2022-12-30,129.20777893066406,237.7122344970703,84.0,88.2300033569336
2023-01-03,124.37480163574219,237.47433471679688,85.81999969482422,89.12000274658203
2023-01-04,125.65763854980469,227.08645629882812,85.13999938964844,88.08000183105469
2023-01-05,124.32508087158203,220.3561248779297,83.12000274658203,86.19999694824219
2023-01-06,128.89950561523438,222.9530792236328,86.08000183105469,87.33999633789062
2023-01-09,129.42654418945312,225.12384033203125,87.36000061035156,88.0199966430664
2023-01-10,130.0033416748047,226.83863830566406,89.87000274658203,88.41999816894531
2023-01-11,132.7480010986328,233.6978302001953,95.08999633789062,91.5199966430664
2023-01-12,132.66845703125,236.4137420654297,95.2699966430664,91.12999725341797
2023-01-13,134.01095581054688,237.12741088867188,98.12000274658203,92.12000274658203
2023-01-17,135.18438720703125,238.23756408691406,96.05000305175781,91.29000091552734
2023-01-18,134.4584503173828,233.73745727539062,95.45999908447266,91.12000274658203
2023-01-19,134.5181121826172,229.8915557861328,93.68000030517578,93.05000305175781
2023-01-20,137.1036376953125,238.10870361328125,97.25,98.0199966430664
2023-01-23,140.32565307617188,240.44796752929688,97.5199966430664,99.79000091552734
2023-01-24,141.7377471923828,239.91270446777344,96.31999969482422,97.69999694824219
2023-01-25,141.0714874267578,238.4952850341797,97.18000030517578,95.22000122070312
2023-01-26,143.15982055664062,245.82032775878906,99.22000122070312,97.5199966430664
2023-01-27,145.1188507080078,245.97894287109375,102.23999786376953,99.37000274658203
2023-01-30,142.2051544189453,240.57684326171875,100.55000305175781,96.94000244140625
2023-01-31,143.4879608154297,245.63198852539062,103.12999725341797,98.83999633789062
2023-02-01,144.6216278076172,250.52857971191406,105.1500015258789,100.43000030517578
2023-02-02,149.981689453125,262.2744445800781,112.91000366210938,107.73999786376953
2023-02-03,153.64120483398438,256.0793762207031,103.38999938964844,104.77999877929688
2023-02-06,150.88661193847656,254.5132293701172,102.18000030517578,102.9000015258789
2023-02-07,153.7903594970703,265.2083740234375,102.11000061035156,107.63999938964844
2023-02-08,151.07554626464844,264.3857116699219,100.05000305175781,99.37000274658203
2023-02-09,150.0313720703125,261.30303955078125,98.23999786376953,95.01000213623047
2023-02-10,150.39988708496094,260.7876281738281,97.61000061035156,94.56999969482422
2023-02-13,153.2284393310547,268.93536376953125,99.54000091552734,94.61000061035156
2023-02-14,152.5810546875,269.7779235839844,99.69999694824219,94.68000030517578
2023-02-15,154.70245361328125,267.6216125488281,101.16000366210938,96.94000244140625
2023-02-16,153.0889892578125,260.4967956542969,98.1500015258789,95.51000213623047
2023-02-17,151.93368530273438,256.4326171875,97.19999694824219,94.3499984741211
2023-02-21,147.880126953125,251.0765838623047,94.58000183105469,91.79000091552734
2023-02-22,148.30838012695312,249.92388916015625,95.79000091552734,91.6500015258789
2023-02-23,148.79640197753906,253.16334533691406,95.81999969482422,90.88999938964844
2023-02-24,146.11727905273438,247.6483612060547,93.5,89.12999725341797
2023-02-27,147.3223876953125,248.58242797851562,93.76000213623047,89.87000274658203
2023-02-28,146.814453125,247.84707641601562,94.2300033569336,90.05999755859375
2023-03-01,144.7229461669922,244.71694946289062,92.16999816894531,90.36000061035156
2023-03-02,145.32052612304688,249.52642822265625,92.12999725341797,92.0
2023-03-03,150.41983032226562,253.6800537109375,94.9000015258789,93.6500015258789
2023-03-06,153.20852661132812,255.25010681152344,93.75,95.12999725341797
2023-03-07,150.98753356933594,252.54725646972656,93.55000305175781,93.86000061035156
2023-03-08,152.2523956298828,252.10009765625,93.91999816894531,94.25
2023-03-09,149.98159790039062,250.7288055419922,92.25,92.31999969482422
2023-03-10,147.90003967285156,247.02232360839844,90.7300033569336,90.62999725341797
2023-03-13,149.86209106445312,252.31869506835938,92.43000030517578,91.11000061035156
2023-03-14,151.97352600097656,259.1454162597656,94.87999725341797,93.97000122070312
2023-03-15,152.3719024658203,263.7660827636719,96.19999694824219,96.11000061035156
2023-03-16,155.22035217285156,274.4582214355469,100.04000091552734,100.31999969482422
2023-03-17,154.373779296875,277.6678161621094,98.94999694824219,101.62000274658203
2023-03-20,156.7640838623047,270.51324462890625,97.70999908447266,101.22000122070312
2023-03-21,158.63648986816406,272.0534362792969,100.61000061035156,104.91999816894531
2023-03-22,157.19235229492188,270.5728454589844,98.69999694824219,103.37000274658203
2023-03-23,158.28790283203125,275.90899658203125,98.70999908447266,105.5999984741211
2023-03-24,159.60256958007812,278.8006591796875,98.12999725341797,105.44000244140625
2023-03-27,157.64051818847656,274.6370849609375,98.04000091552734,102.45999908447266
2023-03-28,157.0130615234375,273.49432373046875,97.23999786376953,101.02999877929688
2023-03-29,160.12046813964844,278.74102783203125,100.25,101.38999938964844
2023-03-30,161.70404052734375,282.2586975097656,102.0,100.88999938964844
2023-03-31,164.23377990722656,286.48187255859375,103.29000091552734,103.7300033569336
2023-04-03,165.4986572265625,285.4186706542969,102.41000366210938,104.36000061035156
2023-04-04,164.96084594726562,285.36895751953125,103.94999694824219,104.72000122070312
2023-04-05,163.098388671875,282.5468444824219,101.0999984741211,104.47000122070312
2023-04-06,163.99478149414062,289.7611083984375,102.05999755859375,108.41999816894531
2023-04-10,161.37538146972656,287.5650329589844,102.16999816894531,106.44000244140625
2023-04-11,160.15036010742188,281.04638671875,99.91999816894531,105.3499984741211
2023-04-12,159.4532012939453,281.7022399902344,97.83000183105469,104.63999938964844
2023-04-13,164.89111328125,288.0121765136719,102.4000015258789,107.43000030517578
2023-04-14,164.54254150390625,284.3355407714844,102.51000213623047,108.87000274658203
2023-04-17,164.5624542236328,286.9787292480469,102.73999786376953,105.97000122070312
2023-04-18,165.79745483398438,286.55145263671875,102.30000305175781,104.5
2023-04-19,166.9527587890625,286.6309814453125,104.30000305175781,104.18000030517578
2023-04-20,165.9767303466797,284.3056945800781,103.80999755859375,105.29000091552734
2023-04-21,164.3533172607422,283.9579162597656,106.95999908447266,105.41000366210938
2023-04-24,164.66204833984375,279.9930419921875,106.20999908447266,105.97000122070312
2023-04-25,163.1083526611328,273.6831359863281,102.56999969482422,103.8499984741211
2023-04-26,163.098388671875,293.5072937011719,104.9800033569336,103.70999908447266
2023-04-27,167.7296142578125,302.90765380859375,109.81999969482422,107.58999633789062
2023-04-28,168.99447631835938,305.32232666015625,105.44999694824219,107.33999633789062
2023-05-01,168.90484619140625,303.633056640625,102.05000305175781,107.19999694824219
2023-05-02,167.8590850830078,303.4840087890625,103.62999725341797,105.31999969482422
2023-05-03,166.7734832763672,302.4803466796875,103.6500015258789,105.41000366210938
2023-05-04,165.12017822265625,303.4840087890625,104.0,104.69000244140625
2023-05-05,172.86875915527344,308.6909484863281,105.66000366210938,105.56999969482422
2023-05-08,172.79904174804688,306.70355224609375,105.83000183105469,107.7699966430664
2023-05-09,171.07603454589844,305.0639343261719,106.62000274658203,107.3499984741211
2023-05-10,172.85879516601562,310.3404541015625,110.19000244140625,111.75
2023-05-11,173.04803466796875,308.1543273925781,112.18000030517578,116.56999969482422
2023-05-12,172.11053466796875,307.02154541015625,110.26000213623047,117.51000213623047
2023-05-15,171.61187744140625,307.5084228515625,111.19999694824219,116.51000213623047
2023-05-16,171.61187744140625,309.7740783691406,113.4000015258789,119.51000213623047
2023-05-17,172.230224609375,312.7019348144531,115.5,120.83999633789062
2023-05-18,174.58392333984375,317.2032165527344,118.1500015258789,122.83000183105469
2023-05-19,174.6936492919922,317.02398681640625,116.25,122.76000213623047
2023-05-22,173.73619079589844,319.85223388671875,115.01000213623047,125.05000305175781
2023-05-23,171.1032257080078,313.95672607421875,114.98999786376953,122.55999755859375
2023-05-24,171.38247680664062,312.55255126953125,116.75,120.9000015258789
2023-05-25,172.5294189453125,324.5726623535156,115.0,123.4800033569336
2023-05-26,174.96292114257812,331.51385498046875,120.11000061035156,124.61000061035156
